artist.name,bars_start,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,loudness,mode,song.hotttnesss,start_of_fade_out,tatums_start,tempo,terms,time_signature,title,year
Hatebreed,0.6591,0.6591,209.05751,0,0.832757431,7,0.115,-3.08,1,0.259231545,206.582,0.3857,110.016,hardcore punk,4,Destroy Everything (Album Version),2006
Anti-Flag,0.54738,0.54738,188.55138,0,0.844039532,11,1,-5.032,1,0.613814444,177.975,0.34287,146.141,oi,1,The Gre(A)t Depression,2009
Pam Thum,0.28144,0.28144,291.02975,0,0.442750079,1,0.134,-11.178,1,0.230626896,276.521,0.07291,141.175,ccm,4,See You in the Morning,0
Less Than Jake,0.45268,0.45268,125.28281,0,0.843322339,2,0.635,-4.285,1,0.640799205,125.283,0.22287,133.05,ska punk,1,Automatic,1996
Anti-Flag,0.49937,0.49937,99.00363,0,0.844039532,1,0.231,-6.459,1,0.419674279,99.004,0.22269,106.065,oi,1,I Dont Wanna be a War Hero,2003
Pelt,1.64541,0.36008,116.58404,4.702,0.510577268,6,0.097,-14.223,1,0,116.584,0.36008,87.46,free improvisation,7,Bestio Tergum Degero Pt. 3,0
Lupe Fiasco,0.94862,0.2393,251.68934,0.13,0.811825982,2,0,-4.237,1,,247.989,0.2393,85.015,hip hop,4,Kick_ Push II (Album Version),0
Her Majestys Finest,0.79483,0.36501,147.98322,0.34,0.316384711,2,0.626,-4.762,1,,132.841,0.15171,139.878,melbourne,4,Snapshot Samurai,0
Tyrone Taylor,0.37645,0.37645,290.16771,0,0.432074796,0,0.439,-7.06,1,0.227329875,286.668,0.20585,174.33,lovers rock,1,True Love,0
Kuijken Kwartet,1.33626,1.33626,125.93587,0,0.191373661,9,0.442,-20.868,1,0.299877488,118.19,1.33626,135.759,requiem,1,Introitus: Requiem: Dies Irae,0
T.G. Sheppard,0.57847,0.20216,210.75546,0.143,0.449323615,7,0.643,-18.261,1,,188.999,0.20216,157.968,country rock,4,Youre My First Lady,1992
Dr. Elmo,0.45811,0.45811,152.37179,0,0.475721567,0,0.906,-16.709,1,0,138.501,0.17195,98.508,parody,1,Christmas Wont be the Same Without Johnny,0
David Jalbert,0.54456,0.54456,508.02893,0.148,0.505237311,3,0.118,-25.698,1,,470.285,0.2061,90.19,los angeles,1,Nocturne For Piano No. 5 In B Flat Major_ Op. 37,0
Julien Clerc,1.19859,0.57732,266.29179,0,0.58547954,8,0.125,-12.623,1,,266.292,0.27215,97.007,chanson,4,Ma PrA(c)fA(c)rence (Live),1994
The Jason Bonham Band,0.79643,0.36019,260.51873,5.468,0.439663711,0,0.609,-8.013,1,0,256.946,0.14048,142.26,hard rock,4,Hold On,1992
Busta Rhymes,0.53878,0.20284,231.49669,0,0.809828092,8,0,-5.349,0,,227.451,0.03486,176.83,hip hop,3,We Got What You Want,2001
Paul Taylor,1.70231,0.49447,249.83465,0.165,0.664690939,5,0.269,-4.73,1,0.64068403,234.963,0.19376,100.058,smooth jazz,4,East Bay Bounce,0
Greek Gypsy Musicians,2.47965,0.44602,214.72608,0,0.192663853,5,0.277,-11.277,0,0,209.403,0.25597,158.419,ethnic,7,Teska (Teska),0
VHS Or Beta,0.62461,0.14994,343.562,0.084,0.67161064,8,0.637,-5.82,0,0.527555356,324.11,0.14994,123.847,disco,4,Forever,2004
Vixen,1.28789,0.8249,229.642,2.891,0.606102515,0,0.725,-12.818,1,0.682218135,212.648,0.58592,129.846,gabba,4,One Night Alone,1988
Bill Douglas,1.18817,0.585,147.17342,0.247,0.489537503,5,0.59,-33.364,1,0.270775999,147.173,0.28453,108.948,chamber jazz,4,Infant Dreams,0
Kol Simcha,0.89464,0.50449,548.38812,2.554,0.322207066,0,0.651,-24.568,0,0.361921101,499.821,0.50449,156.27,klezmer,4,Why,0
Joey McIntyre,1.03459,0.10965,173.322,0.56,0.582598541,5,0.624,-19.928,1,0.55089084,157.96,0.10965,202.693,teen pop,5,All The Way,0
Josh Mullins,0.50234,0.50234,162.01098,0,0.386115944,8,0,-13.675,0,,157.524,0.20799,81.827,stand-up comedy,1,Mom,0
Dennis Brown,1.68978,0.32696,218.46159,0,0.674288837,7,0.375,-8.588,0,,210.802,0.1565,88.384,roots reggae,4,Ballroom Floor,0
Kingston Trio,0.36514,0.36514,165.48526,0,0.580910693,9,0,-13.196,0,,158.813,0.17464,142.763,folk-pop,1,Goodnight Irene,0
Be Bop Deluxe,0.58542,0.09902,285.1522,0.792,0.537160563,1,0.619,-11.969,1,,281.112,0.09902,126.729,art rock,4,Music In Dreamland,1975
Peret,0.13749,0.13749,170.91873,0.241,0.548738642,1,0.026,-10.903,0,,168.467,0.13749,144.072,rumba,3,Ole Con Ole,0
Wyclef Jean featuring will.i.am and Melissa JimA(c)nez;Wyclef Jean featuring Machel Montano_ Daniela Mercury_ Black Alex_ and Djakout Mizik,2.39192,0.20724,809.58649,0,0.791465542,7,0.112,-3.894,1,,796.729,0.0295,129.703,hip hop,7,Touch Your Button Carnival Jam,0
Headliners,0.43276,0.08045,347.79383,0.16,0.530631077,8,0.766,-4.281,1,,338.797,0.08045,170.041,hard house,4,90er,2006
Clementina De Jesus,1.9841,0.14797,181.39383,0.193,0.516798805,4,0.358,-9.735,0,,181.394,0.14797,212.401,samba,7,Itinerario,0
The Velvet Underground,0.29708,0.29708,170.89261,0.256,0.750621598,0,0.491,-15.591,1,0.782868999,162.482,0.29708,112.48,experimental rock,4,Stephanie Says,1985
The Disposable Heroes Of Hiphoprisy,0.07356,0.07356,241.52771,4.18,0.541611591,2,0.057,-18.454,1,0.508984608,217.13,0.07356,108.616,hip hop,4,Music And Politics,1992
Big Audio Dynamite,1.0421,0.54533,209.97179,0,0.583989842,2,0.187,-12.019,1,0.460541281,196.377,0.29898,122.077,dance rock,4,Free (lp),0
Mazz,1.49668,0.38243,251.61098,0.362,0.527919316,0,0.925,-13.327,1,,242.277,0.10211,106.847,tejano,4,MA!s Y MA!s,0
KT Tunstall,0.19561,0.19561,216.5024,0,0.793708084,7,0,-9.911,1,0.694453546,205.752,0.19561,142.121,folk-pop,3,Under The Weather,2004
Barry Manilow,0.46805,0.46805,247.24853,0.177,0.676755655,4,0.345,-7.518,0,0.239629098,234.899,0.21807,120.08,soft rock,4,Say Goodbye,0
Jean Marc Thibault,0.16889,0.16889,138.94485,0.298,0.142605158,0,0.133,-14.406,1,,135.767,0.16889,136.577,tech house,1,Fleur De Paris,0
Sabda Brahma,0.76132,0.26581,349.51791,0,0.439716355,10,0.214,-9.651,0,,334.913,0.1424,119.987,nu jazz,4,Jahuu_ Gandiva laulaa!,0
Alias,0.70342,0.20692,256.67873,0.403,0.645367956,0,0.576,-10.223,1,0.38293509,236.292,0.20692,120.093,bass music,4,After All The Love Is Gone,0
The Prodigy,0.80317,0.28963,296.38485,0,0.638614023,10,0.347,-2.029,0,0.673394336,292.351,0.02961,115.236,hardcore techno,4,Wake Up Call (Album Version),0
Arthur Tracy,5.00217,0.78807,188.86485,0,0.274432948,8,0.289,-17.193,1,0,182.184,0.40158,81.858,vaudeville,4,Where Are You?,0
Gertrudis,0.15875,0.15875,233.27302,0.073,0.444926413,9,0.586,-5.92,0,0.377531645,229.75,0.15875,208.002,big beat,4,Carita De Rosa,2003
Clara Nunes,0.80176,0.80176,193.48853,0,0.588140722,6,0.855,-10.363,1,,175.798,0.62131,171.505,samba,4,Zambele (1997 Digital Remaster),0
The Distillers,0.55539,0.21634,188.21179,0,0.681090692,7,1,-5.008,1,0.606816327,188.212,0.0464,178.142,grunge,4,World Comes Tumblin Down,2000
David Saylor,1.18366,0.03391,217.65179,2.659,0.395603509,7,0.453,-8.852,1,0,206.489,0.03391,102.99,soul,4,Big World,0
Philippe Sarde,1.21121,0.86128,172.30322,0.577,0.455679779,2,0.711,-18.226,1,,172.303,0.86128,167.559,smooth jazz,4,LOVESICK - Obsession in A3/4 Time,0
Gorillaz,1.01921,0.20952,219.37587,2.27,0.775086058,7,0.512,-7.36,1,0.516121856,209.874,0.20952,148,hip hop,4,All Alone (Live),2005
Andrae Crouch,1.82036,0.49006,352.86159,0.194,0.452400582,10,0.335,-11.714,0,,339.238,0.18851,85.989,soul jazz,4,Jesus Is the Lord,0
Carlos Baute,2.03304,0.53597,236.77342,0,0.603843765,9,0.587,-4.548,0,0.266955186,236.773,0.37063,122.645,cumbia,5,Pobre diabla (Directo 09),0
Russ Morgan,0.49761,0.49761,197.38077,0.14,0.407849997,3,0,-14.728,1,,190.299,0.20289,100.341,orchestra,1,The Object Of My Affection,0
Phil Collins,1.33313,0.67313,346.5922,0.293,0.655921418,3,0.778,-15.018,1,,339.336,0.34123,89.921,soft rock,4,Please Come Out Tonight,1993
Huey Dunbar,0.98471,0.37961,249.52118,0.061,0.638864203,3,0.369,-5.951,1,0.375984302,244.402,0.07706,98.998,salsa,4,Llegaste TAo,0
Bon Jovi / Ray Davies,1.56214,0.66065,336.84853,4.377,0.839297678,6,0.896,-5.158,1,,323.715,0.44473,130.281,rock,4,Celluloid Heroes,2002
Timo Maas,1.12374,0.16211,232.38485,0.142,0.691973119,11,0.175,-5.797,0,0.488289876,229.756,0.16211,124.995,progressive house,4,First Day (Album version),2005
Harry Choates,0.68555,0.27687,138.1873,0.601,0.394311539,6,0.418,-16.188,1,,130.682,0.07746,152.709,western swing,3,Jole Brun,0
Warrant,0.51605,0.0361,244.08771,0,0.696450939,7,0.788,-6.228,1,0.602194311,224.682,0.0361,123.245,hard rock,4,Bed Of Roses,0
Bill Cosby,0.61708,0.61708,157.43955,0,0.585735488,5,0.337,-13.915,1,0,151.417,0.33596,109.516,comedy,5,Wives ( LP Version ),1967
Pete Miser,0.45621,0.45621,32.96608,0,0.546253073,2,0.242,-8.236,1,,32.966,0.21003,95.761,hip hop,4,Credits,0
Barbara Lusch,0.94038,0.43715,263.81016,0,0.366302895,2,0.605,-14.048,1,0.194214246,240.599,0.43715,121.379,jazz,4,Bonita,0
Studio,4.49402,3.30056,568.99873,4.685,0.619577799,7,0.777,-18.786,1,0.643470577,539.312,3.30056,100.648,indie pop,4,Indo,0
You Should Go Ahead,0.2492,0.2492,234.78812,2.572,0.523837613,9,0.427,-3.137,1,,224.705,0.2492,143.513,western swing,4,Losing track,0
Placebo,0.7505,0.31457,237.94893,2.995,0.804523521,10,0.707,-6.519,1,,222.314,0.09661,136.957,british pop,4,Every You Every Me (Infected By The Scourge Of The Earth),1999
Lil Wayne,2.50817,0.60838,98.16771,0,0.98993857,1,0.497,-3.887,1,0.572602328,98.168,0.60838,123.881,hip hop,5,Fly Talkin,0
Spade Cooley,2.1316,2.1316,181.31546,2.351,0.440904743,9,0.363,-26.646,1,,168.78,1.83637,102.846,western swing,4,Youll Rue The Day,0
Hushabye Baby,0.23761,0.23761,224.05179,0.223,0.35342955,11,0.071,-16.386,0,,214.988,0.23761,248.079,country,4,Two of a Kind_ Workin on a Full House,0
Alain Turban,1.15434,0.29569,211.53914,0.262,0.411939008,2,0.562,-9.86,1,,199.889,0.29569,137.495,chanson,4,LArdechoise Aux Cheveux Blanc,0
brokeNCYDE,1.02527,0.52001,214.9873,2.31,0.867951193,1,0.66,-11.588,1,0.682112971,207.337,0.52001,119.612,pop rap,4,Freaxxx,2008
Xzibit,1.82932,0.572,213.78567,0,0.747556581,10,0.3,-6.065,0,0.480934213,204.614,0.25226,96.57,gangster rap,4,Loud & Clear (featuring Defari_ King T & Butch Cassidy),2000
Lili Ivanova,1.13101,0.27135,256.83546,0.45,0.352913734,8,0.243,-10.027,0,,252.064,0.05698,139.603,pop folk,4,Pokrusa,0
Jimmy Page,0.54715,0.54715,207.72526,0.348,0.731822219,9,0.952,-9.727,1,0.574279877,195.663,0.11387,81.982,british blues,4,Writes Of Winter,1988
Mercedes Castro,0.16104,0.16104,189.46567,0,0.435732004,4,0.856,-5.154,1,,183.832,0.16104,151.984,folk,1,Pedazo De Idiota,0
Cactus,0.11703,0.11703,310.64771,0.237,0.518310127,7,0.744,-9.013,1,0.611214623,305.342,0.11703,126.537,blues-rock,1,Bro. Bill  (LP Version),0
Dr. Elmo,0.42291,0.07112,159.32036,0.363,0.475721567,9,0.329,-8.312,1,,148.132,0.07112,170.474,parody,4,Dont Mess With the IRS,0
Novaspace,0.41431,0.41431,389.61587,0.392,0.688040857,11,0.867,-7.915,0,0.266955186,383.158,0.20231,139.991,trance,1,Dancing With Tears In My Eyes 2004 (Nova Mix (Club Version)),2004
Joe Rogan,20.79169,1.30957,183.97995,2.728,0.510993042,10,0.005,-9.689,0,0.533155192,181.563,0.40929,58.165,comedy,4,Fear Factor (Shiny Happy Jihad),2007
Steel Pulse,0.42977,0.42977,266.05669,0,0.698452539,11,1,-10.762,0,0.591291373,253.527,0.2461,153.264,roots reggae,4,Man No Sober (LP Version),1982
Hector,1.13309,0.16704,223.13751,1.605,0.588726635,2,0.805,-6.752,1,,216.056,0.16704,120.833,hard house,4,Sudenkorento -Life On Mars-,0
Phil Vassar,0.89346,0.40142,265.24689,0.451,0.704994472,9,0.936,-8.387,1,0.512253654,256.023,0.40142,131.458,country rock,3,Like I Never Loved Before,2000
Intars Busulis,0.63544,0.20397,206.31465,0.531,0.408850475,2,0.541,-6.447,0,0.400039657,197.822,0.20397,140.076,experimental pop,4,Brivdiena,0
The Bongo Man,0.47964,0.47964,447.58159,0.218,0.366884725,7,0.277,-7.596,1,,447.582,0.24716,85.915,tribal house,3,Titan,0
George Jones,0.91423,0.45188,143.0722,0,0.730265183,5,0.457,-11.341,1,0,137.932,0.45188,134.132,honky tonk,4,I Dont Love You Anymore,0
Carroll Thompson,0.67872,0.33316,425.19465,0.299,0.396817844,7,1,-8.091,1,,421.483,0.33316,171.991,lovers rock,4,Show Some Love Where Is The Love feat. MackaB,0
Jorge Alfano,0.66736,0.66736,275.82649,0.81,0.294677922,8,0.578,-24.991,0,,263.355,0.22414,32.239,meditation,1,Inti Guauqui,0
Crematorium,1.89422,0.47267,198.26893,0,0.548674175,6,0,-5.428,0,0.334706549,195.454,0.11443,84.913,death core,4,Dying Under A Binary Star,2005
The Twinkle Brothers,1.45812,0.48635,194.63791,2.159,0.507009975,0,0.497,-12.828,1,0,186.427,0.23968,120.538,roots reggae,4,It Gwine Dreada,0
Chris Camozzi,0.53722,0.17954,276.40118,0.165,0.332737733,8,0.347,-9.75,1,0,262.438,0.17954,168.069,smooth jazz,4,Sunday In Marin,0
Cocoa Tea,0.40127,0.02901,225.54077,0,0.595645309,4,0.78,-5.75,1,0,218.622,0.02901,160.022,dancehall,4,Hurry Up And Come,2008
Miriam Yeung,0.20055,0.20055,258.5073,0.16,0.492253132,0,0.763,-7.963,1,,249.208,0.20055,90.027,cantonese pop,4,Quan Tou Tang,0
Tha Liks,1.06934,0.41174,294.13832,0,0.536655656,1,0.527,-4.603,1,,288.322,0.19218,93.328,los angeles,4,Da Da Da Da,2001
Jimmy Johnson,0.75746,0.39078,203.44118,0.15,0.505378203,2,0.403,-12.293,0,0,200.87,0.20463,182.542,chicago blues,4,When Theres A Will_ Theres A Way,0
Juan Carmona; Ricardo Larroze,0.3278,0.3278,234.05669,0.156,0.410912881,2,0.463,-9.464,0,,234.057,0.06695,115.231,flamenco,3,Marrakech,0
Murskahumppa,0.69373,0.24048,121.57342,0.194,0.435889847,9,0,-8.37,0,0,113.888,0.24048,132.368,suomi rock,4,Mua rakastan,0
Antonio Koudele,1.89608,0.65953,297.06404,0,0.043871817,9,0.873,-9.633,1,,287.922,0.35001,96.621,guitar,4,TU MIRADA,0
Najoua Belyzel,1.23853,0.17612,237.71383,0.131,0.58078835,6,0,-7.881,0,0.471578248,229.959,0.17612,112.965,europop,4,Ma vie nest pas la tienne (album),2009
Furry Lewis,1.3069,0.2875,151.97995,0.466,0.572500601,6,0.19,-15.39,0,,142.965,0.2875,123.111,country blues,4,Judge Harsh Blues (Tk. 1),0
Dark Shadows,0.47841,0.47841,79.80363,0.196,0.526356118,1,1,-22.356,1,,71.303,0.28988,158.389,psychobilly,1,Carolyn & Barnabas,0
Jennifer Lopez,0.9406,0.30627,224.39138,2.972,0.877119424,5,0.673,-5.229,0,,212.213,0.30627,93.95,dance pop,4,Im Glad,2002
Jane Winther,2.20818,0.6367,329.42975,21.792,0.31739138,2,0.486,-21.207,0,,299.183,0.24612,76.009,meditation,3,Singing  Bowls_Saxophone & Voice,0
Vincent Baguian,1.72685,0.35953,167.65342,0.313,0.572482618,9,0.355,-8.131,1,,164.78,0.35953,88.24,chanson,4,Chanson Populaire,0
Bobby Darin,0.11542,0.11542,155.6371,0.322,0.70441147,0,0.118,-15.437,1,0.38293509,146.204,0.11542,108.462,brill building pop,4,Theme From Come September (LP Version),2003
Seventh Day Slumber,0.85543,0.35227,265.82159,0.127,0.609181992,5,0.558,-5.742,1,0.635630038,261.05,0.18538,118.62,christian rock,4,Famous One,2009
David Rose & His Orchestra,0.27949,0.27949,179.98322,0,0.369354253,10,0.227,-16.877,1,0,165.837,0.27949,84.688,orchestra,4,One Love,2004
Mr Brown,0.05474,0.05474,147.1473,0.27,0.564979474,11,0.081,-6.024,1,,139.175,0.05474,140.252,happy hardcore,4,So Say I,0
Pitch Black,0.80817,0.31364,283.32363,3.355,0.585387199,2,0.055,-12.195,1,,273.908,0.06953,118.926,chill-out,4,Big Trouble Upstairs,0
Reptil,0.98848,0.48752,220.3424,0.27,0.460062798,0,0.015,-7.009,1,,212.254,0.23891,120,rumba,4,Siempre,0
YZ,2.00514,0.66866,267.59791,0,0.509363727,9,0.15,-12.836,1,,248.407,0.33489,89.995,hip hop,4,One Thing,0
Les Rythmes Digitales feat. Nik Kershaw,1.19085,0.2211,297.45587,0.206,0.590816514,2,0.011,-4.249,1,0.699913603,292.659,0.2211,123.829,big beat,4,Sometimes,1999
Firehouse,0.61911,0.11645,278.12526,0,0.65103938,1,0.633,-7.352,1,,275.615,0.11645,119.423,glam metal,4,Talk Of The Town,1992
Samy Deluxe,0.27457,0.27457,237.19138,0.275,0.70549178,1,0.658,-5.129,0,0.521659258,233.529,0.27457,164.041,hip hop,4,Denk,2004
UFO,1.28597,0.39457,1819.76771,2.386,0.681130242,2,0.601,-14.402,1,,1813.426,0.17367,134.531,heavy metal,4,Electric Phase / Hot n Ready / Pack It Up n Go / Cherry / Out In The Street / Let It Roll / Too Hot To Handle,0
Azukx,0.72142,0.24083,438.90893,0.177,0.059229617,5,1,-11.933,1,,418.162,0.24083,123.003,hardstyle,4,124 Stomp,0
Douglas Miller,1.00561,0.47831,247.09179,0.467,0.475901492,0,0.401,-10.476,1,,240.919,0.21129,105.958,gospel,4,You Can Make It (Album Version),0
Daniel Johnston,0.65704,0.04954,296.54159,0.317,0.713322147,0,0.718,-12.162,1,,293.402,0.04954,106.927,power pop,4,The Story Of An Artist,1982
Criminal Class USA is Hush Hush Revolution,0.43135,0.43135,174.18404,0.148,0.433377272,3,0.763,-4.861,1,0,165.465,0.22105,146.93,ghetto tech,4,Many Weapons Many Men,0
NoemA,0.99052,0.33448,178.23302,0,0.499308967,0,0.759,-10.984,1,,173.935,0.33448,88.304,musica,4,SerA! cuando regreses,0
Casiotone For The Painfully Alone,0.52152,0.52152,188.94322,0,0.665322162,7,0.698,-7.549,1,0.639248489,183.542,0.22285,99.077,trip hop,4,Attic Room,2003
Will Ackerman,0.04694,0.04694,384.60036,0.334,0.564333839,1,0.231,-18.891,0,0.334706549,365.209,0.04694,92.331,chamber jazz,4,A Movie Of A Placid Lake On A Moonless Night in September,1992
Michael Salgado,0.23085,0.23085,212.63628,0.161,0.603575983,7,0.742,-7.031,1,,204.115,0.23085,154.164,tejano,1,Te Vas Angel Mio,0
The Prodigy,0.13465,0.13465,225.09669,0,0.638614023,4,0.437,-6.504,0,0.829983257,225.097,0.13465,94.234,hardcore techno,5,Firestarter,1996
Virtuoso,0.54733,0.54733,155.11465,0.642,0.55860192,1,0.468,-9.009,1,,146.245,0.54733,123.869,flamenco,1,Rakkahin -Be My Love-,0
Phil Collins,1.06883,0.3637,392.82893,1.031,0.814506224,1,0,-5.295,1,,381.991,0.1873,85.083,soft rock,4,Testify,2002
P.o.d,1.02405,0.41581,267.80689,0.212,0.859873312,5,0.024,-4.96,1,0.604094083,252.105,0.11081,96.98,alternative metal,4,Kaliforn-Eye-A (Feat. Mike Muir),0
Adam Ant,1.0467,0.31403,226.5073,0.117,0.630382334,0,0.258,-12.108,1,,223.527,0.31403,82.048,pop rock,4,Mohair Locker Room Pin-Up Boys,1998
Total Fucking Destruction,0.4904,0.14933,132.17914,0,0.510691872,0,0.321,-5.021,1,,132.179,0.14933,178.249,experimental rock,4,Enslaved By Propaganda,2007
Ultraviolence,0.89141,0.20584,271.12444,0.351,0.499939221,1,0.023,-3.264,1,0,262.269,0.0338,174.49,gabba,4,Stars (GROWTH Ultraviolence Mix),0
Tresenlesen,0.56414,0.56414,513.61914,0,0.298409678,9,0.185,-9.31,0,0,510.108,0.23764,111.756,comedy,1,RA1/4lpsen Sie Eine Hauptstadt,1995
New York Dolls,1.25064,0.30599,354.01098,0,0.717670525,11,0.642,-12.507,1,0,354.011,0.30599,131.348,glam rock,4,Human Being (1972 demo),0
The Weegs,0.22103,0.22103,171.57179,0,0.467569966,11,0.837,-6.753,0,0,163.823,0.22103,87.735,no wave,1,Wouldnt Last a Weeg,0
Cutting Edge,1.8596,0.38463,358.71302,7.79,0.445772748,4,0.748,-12.835,1,,347.963,0.13921,83.066,grunge,3,Tune In,0
Funeral For A Friend,1.4334,0.75465,228.64934,0,0.7788309,1,0.722,-3.131,1,,220.648,0.41445,90.098,post-hardcore,4,All Hands On Deck part 2: Open Water [Album Version],2007
Kai Winding,0.27932,0.27932,212.92363,0.241,0.430538907,5,0.533,-15.237,1,0.334706549,206.849,0.27932,112.222,hard bop,1,Doodlin,1961
Pat Metheny,0.30682,0.30682,338.02404,0.274,0.725974866,9,0.562,-26.862,0,0.569451035,325.381,0.30682,103.562,free jazz,4,Hermitage,1979
Gary Go,0.88991,0.22458,217.86077,0.177,0.665964145,0,0.599,-4.182,1,,214.721,0.22458,159.164,british pop,5,Open Arms,2009
Brainchoke,8.11611,8.11611,53.81179,2.705,0.40475607,0,1,-13.481,0,,53.812,7.8198,99.654,grindcore,1,Untitled,0
Hot Club Of Cowtown,0.43186,0.43186,163.10812,0,0.551427307,11,0.707,-9.68,0,0.375984302,163.108,0.43186,148.077,western swing,1,The Magic Violin,2009
Bill Murk,0.93539,0.1437,109.322,0.398,0.184250147,2,0.79,-8.244,1,,101.471,0.1437,149.972,hard house,3,I Will Call Upon the Lord,0
He Is Legend,1.81866,0.59596,207.12444,0.077,0.744873719,7,0.517,-6.808,1,,207.124,0.13713,97.969,southern rock,4,Stampede,2006
Nikos Kalaintzis,0.49962,0.49962,314.01751,0.456,0.207491247,0,1,-14.744,1,,305.569,0.17663,100.441,greek,4,Chira,0
Mister Ries featuring Six Foe,0.84779,0.44606,193.82812,0,0.434062508,0,0.298,-13.87,1,,188.616,0.24271,149.988,ghetto tech,4,Booty Bounce,0
Cece Winans,1.19034,0.56557,248.2673,0.212,0.637772159,0,0.104,-8.19,0,0.270775999,232.2,0.25463,95.997,ccm,3,Come On Back Home,1998
Kitaro,5.30078,2.35204,173.45261,2.043,0.668087296,4,0.458,-30.712,0,0.553778846,160.932,1.98344,81.623,chill-out,5,Earth Born,1983
Gaither Vocal Band,1.45041,0.26898,257.09669,2.45,0.629186017,7,0.816,-15.926,1,,247.507,0.26898,103.979,ccm,5,Little Is Much When God Is In It (South African Homecoming Album Version),0
John Mayer,2.05074,1.05526,38.3473,0.938,0.837947909,7,0.066,-16.739,0,,38.347,1.05526,121.915,rock,4,Sannyasin,1976
Ragheb Alama,0.14546,0.14546,200.64608,0,0.554226467,9,0.496,-5.05,0,0.400039657,194.792,0.14546,94.709,arabesque,1,Gheera Away,0
DJ Omega,0.3679,0.3679,260.80608,2.049,0.562179018,10,0.235,-10.873,0,,254.601,0.17794,155.01,detroit techno,4,E. Warren,0
Mase,1.16295,0.26619,234.31791,0.073,0.630871879,6,0.532,-6.428,0,0.586108246,224.299,0.11698,133.827,pop rap,5,My Harlem Lullaby (Album Version),0
PATSY CLINE & WILLIE NELSON,0.46245,0.46245,175.41179,0,0.656727793,2,0.082,-6.939,1,,166.15,0.05918,98.988,country rock,4,Lifes Railway To Heaven,1991
Swans Of Avon,0.60948,0.0502,228.41424,2.287,0.428642713,2,0.644,-5.996,1,,218.918,0.0502,109.994,dark wave,4,Shining,0
Sandi Thom,0.8455,0.35638,425.19465,0.583,0.655359115,11,0.647,-4.163,0,,420.328,0.11059,121.982,british pop,4,I Wish I Was A Punk Rocker (With Flowers In My Hair),2006
Behemoth,0.1764,0.1764,209.05751,0.311,0.84219335,5,0.38,-4.159,1,0.561164085,197.045,0.1764,156.758,black metal,4,Hello Space Boy,2000
Les Brown,0.8617,0.21426,183.87546,0.141,0.529788041,10,0.032,-17.087,0,0,176.327,0.21426,95.073,blues-rock,4,Dance of the Blue Devils,0
Bobby Pulido,0.20426,0.20426,182.80444,0.311,0.575844757,2,0.672,-9.039,1,0,171.828,0.03676,179.318,tejano,1,La Bruja Chafa,1999
Norman Howard,1.71077,1.71077,417.48853,2.043,0.19631206,1,0.76,-21.69,1,0,406.239,1.71077,53.354,free jazz,4,The Sound From There,0
Richard Galliano_ Jean-Charles Capon_ Gilles Perrin,1.6719,1.07793,347.6371,0.851,0.571422802,9,0.52,-19.34,1,,337.212,1.07793,103.69,tango,3,Sing Me Softly of the Blues,0
Nightswimmer,0.93661,0.43491,279.19628,2.635,0.38867682,0,0.668,-10.78,1,,273.85,0.18622,119.885,melbourne,4,Splitting The Seconds,0
Edens Bridge,1.29601,0.63549,170.73587,0.264,0.467318922,2,0.029,-13.316,1,0,159.858,0.30843,90.121,celtic,4,Shout For Joy  (Celtic Psalms Album Version),0
Francis Lai,0.99796,0.07023,183.92771,0.414,0.552719818,7,0.005,-10.976,1,0,177.58,0.07023,63.991,space age pop,4,La Valse De La Cour (BOF Mayerling),0
Marc Shaiman,2.06059,0.41239,81.18812,3.698,0.510010871,5,0.049,-25.359,0,,71.425,0.41239,69.919,soundtrack,3,Best In LA,2008
Alice Cooper,1.06033,0.19521,210.54649,0,0.838924311,11,0.563,-10.992,0,,200.806,0.0515,140.456,shock rock,4,Goin To The River,1982
The Gathering,0.35469,0.35469,203.49342,0.316,0.780309851,6,0.107,-7.913,0,0.608339007,189.306,0.35469,91.003,trip rock,3,Locked Away,0
Dakis,0.10737,0.10737,186.87955,0.282,0.336970428,4,0.448,-10.836,1,,168.014,0.10737,137.289,greek,1,Min Xechnas (Forse),0
H-Town,3.30627,0.85464,238.94159,0,0.614275843,11,0.704,-9.911,0,0.636273546,230.052,0.54988,99.81,new jack swing,7,Here We Go Again,0
bel canto,1.60894,0.44816,78.49751,0.113,0.572338427,7,0.136,-17.795,1,0.345802234,73.985,0.16395,106.936,trip hop,4,Rumour (Abstract Hip Hop Mix),1996
The Distillers,1.68645,0.41893,129.59302,0,0.681090692,9,0.078,-3.698,0,0.360370583,120.076,0.10034,95.075,grunge,7,Coral Fang (Album Version),2003
Shade Sheist / N.U.N.E. / King Arthur,1.7498,0.41339,262.3473,0.287,0.553283911,11,0.062,-7.673,0,0,234.725,0.07846,89.912,uk garage,4,The Urban Gospel,0
Remy Shand,0.70244,0.35668,250.77506,0,0.537849447,10,0.46,-6.188,0,,246.404,0.35668,177.963,neo soul,4,The Second One,2002
Maracaibo 15,0.34362,0.34362,171.98975,0.27,0.433953995,2,0.331,-8.002,1,0.299877488,163.741,0.34362,181.002,gaita,1,18 De Noviembre,0
Elakelaiset,0.42875,0.42875,67.3171,0,0.508440336,9,0.768,-2.421,0,,67.317,0.16492,116.338,parody,1,Laakista humppa,1995
